,text,label,hashtags
40,Love this picture of me and baby Eve at Disneyland earlier today …,1,
41,"The one photo I've taken with my Mother that I like for once. -08/13/16, Sat. @ El Dorado…",5,
42,"Love my bed @ Downey, California",1,
43,I ️ Faure Requiem @user oboyddd @ Walt Disney Concert Hall,0,
44,These Teens @ ARIA Resort & Casino,14,
45,"""Beauty begins the moment you decide to be yourself"" -Coco Chanel love this!Skin is the largest…",13,
46,️ @ Yosemite Wilderness,0,
47,Yum! @ Rosa's Cantina,1,
48,@ Friends of Owen's Playground,3,
49,My Sunday morning 1200 lunches with hygiene items ️ thank you so much to everyone who donated…,0,
50,"Our hotel is so hipster, this is what the lobby looks like it's awesome tho @ Portland, Oregon",2,
51,Sunday vibes are the best ️ @ Victory Missionary Baptist Church,0,
52,"Silversun Pickups (@ Riverside Municipal Auditorium for Silversun Pickups in Riverside, CA)",1,
53,"It's my baby's christina.elisee 's Birthday ️ aka ""tacos"" Birthday so I surprised her with…",0,
54,Bowling with my brothers. Hair on volume 10 ️ ️ @ Plank at Jack London Square Oakland,0,
55,a sandwich so glorious a stranger asked if she could take a photo of it ... ( : @user,10,
56,️ @ Hollywood Hills West,0,
57,"Skye time ️! 20 days old today. @ San Rafael, California",0,
58,@user Yass babe come out to visit!!,13,
59,When your nails match your soul @ Laqué Nail Bar and Beauty Lounge,7,
60,The girls ️ QT with mah baby girls and Irene ️ ️ ️ ️ ️ ️ @ Sleep Train Amphitheatre,0,
61,Silk vibes LA vibes can't wait to be back this weekend. Making some good changes…,7,
62,CHILL VIBEZ @user @user uon.visuals & @user,4,
63,Custom made... I LOVE this @ Venice Beach,13,
64,Once again it's ON!! Catch the Most LiT Radio show Every Sunday Night @user,4,
65,"I love love travelling, even when temperatures are (43 degrees in Vegas). Happy I brought a…",4,
66,legittbrady caught me taking his picture! @ Oakland Yacht Club,2,
67,Absolutely LOVING my new kit from @user Shoutout to the 5-blade system & whipped…,3,
68,️ my minis @ Sleep Train Amphitheatre,0,
69,Bring me back to the day I was on the tea cups in Disney Land @user,7,
70,Forever a Brooklyn girl. @user @ The Dragonfly,18,
71,Disneyland fun with Panda!!! @ Disneyland/California Adventure,5,
72,"( : PLDM Trademark) @ Downtown, Sacramento",18,
73,All the feels. ️ @ Runyon Cyn Park,0,
74,No tv. No computer. Just this... And my iPhone of course …,3,
75,"16 yrs later and nothing's changed @ Fresno, California",8,
76,"(@ Trader Joe's in Las Vegas, NV)",1,
77,Bandit town reunion. lesliestevensusa & grit_wit slayed the @user @ The Grand Ole Echo,11,
78,Wrapping up this Sunday stroll down PCH with a mandatory sunset pic. Can't beat it ️ @ San…,12,
79,dinner with my roomie and 언니 @ Sharis of Lynnwood,9,
80,Lit AF @ Pico Rivera Sports Arena,4,
81,️First Timer In The Making Of Delicious Gourmet Pupusas ️Mi Primera…,0,
82,Personal promotion presents: lejend doin numbers-I love you…,2,
83,"Henry ️'s vacation! @ Lake Payette, McCall Idaho",0,
84,These awesome ladies make my heart smile! ️ @ Encinitas Community Center,0,
85,Gotta love family thee_counsela8 ___rht_ @user nothing like family supporting your dreams …,18,
86,Wheee! Visited all MLB stadiums in California after yesterday thanks for going all the way to…,16,
87,"Italian (at @user in Beverly Hills, CA)",8,
88,Trying to finish this 5$ bottle with @user and djchrisraeuber! @ Chandelier Bar At The…,2,
89,kind of happiness @ Nike Factory Store,3,
90,"It's a dog life ️ Betty, I love you! @ Glendale, California",0,
91,Blue moon and blue waters shoutout to my Aunt for taking me on her boat where I got to see…,7,
92,Waiting for the 6 y.o. to call asleep.. and waiting.. and waiting... @ Casa De Tatar,5,
93,Golden Gate @ Golden Gate Bridge SFO,11,
94,Had a fun weekend with my people. Love you guys ️ @ Big Bear Lake,0,
95,"Shasta treated me well ️ @ Shasta Lake, California",12,
96,I sure missed Wine Valley @ Wine Valley Golf Club,5,
97,"Peonies and Lady Diors @ Union Square, San Francisco",3,
98,"Summer 0'16 @ Port Of Long Beach, Berth 94 Zim",18,
99,"Forever obsessed with you ️ @ Tahoe Park, Sacramento, California",0,
100,My Right Hand ! @ Hayaty Cafe,8,
101,Adventure is waiting; let it open your eyes @ World Of Color - Celebrate,13,
102,"Rufus Du Sol's ""Innerbloom"" at sunset was the perfect way to close out @user birthday. ️…",0,
103,Marianas Trench again @ House of Blues San Diego,3,
104,"Sundaze with my favorite humans @ Mill Valley, California",1,
105,Carmen San Diego!! I found here! @ Target,2,
106,This makes my mama's heart so happy ️ Celebrating Dane's Gotcha Day…,0,
107,Malva pudding by @user @ Gramercy Place,1,
108,Anything for a cheesecake!!!!!! . @ The Cheesecake Factory,1,
109,I'm just living life @ Lake Havasu,7,
110,Good times last night with this guy! Tiesto was on point and that tequila was . @ Las Vagas,4,
111,Surrounded by God's beauty + His grace. Many adventures to come in this city ️ @ Golden Gate…,0,
112,"Squad goals @ Corona, California",15,
113,Had Birthday Lunch With My Family At Olive Garden Today... I Think We Had A Good Time! Thanks…,19,
114,@user @user lmfao alrite alrite gees,2,
115,Gatlin is so fine lol man the olympics so lit,4,
116,"I believe in love, always @ Downtown Container Park",0,
117,"Finally in home port Bremerton, WA ️ @ Bremerton Kitsap Naval Base…",0,
118,"SO WRONG @ Los Angeles, California",2,
119,You almost had it Justin Gatlin! ️ ️,0,
120,wouldn't trade my eight months hangin' with this kid for anything @ Rancho Bernardo Community…,8,
121,"AUGUST 14, 2016 Got to spend some time with my brother/ best friend tonight. I can't believe…",1,
122,Let today be the day…You look for the good in everyone you meet and their journey. Be ️ We are…,0,
123,<3 @user @ Sleep Train Amphitheatre,13,
124,These smelled amazing @ Volunteer Park Conservatory,7,
125,"(@ Fremont Neighborhood in Seattle, WA)",8,
126,Such a fun weekend! ️ @ Seaside Beach,0,
127,Life's better when you jump right in awesome day cliff jumping and hanging at the lake with…,5,
128,Date night with my love @ Pace Gallery,1,
129,"Dinner & a movie with @user perfect Sunday night! Chicken, steak & shrimp fajitas from…",3,
130,Nothing beats an awesome weekend with my family. So blessed. ️ chadamadsen9 brixey_93…,0,
131,I'll die but not by no 40 shots fuck y'all,2,
132,"@user This is so special. Thank you. I am currently in the USA, please do share the link if you can. Humbled. Fondest wishes...",14,
133,"Fresh seafood w a side of beach HAPPIEST BIRTHDAY EVA! today was so beautiful, I am so full of…",1,
134,I love making these!! ️ @ Happy Happy Hendricks,0,
135,Freaking hate those moaning videos,2,
136,What the???? Look who popped up in the back seat!!!! martincasaus…,2,
137,Literally in love with @user it's all I want to wear.. ️ @ ARIA Resort & Casino,0,
138,RT @user dramaaaaa lol,2,
139,These kids!!! ️ ️ ️ I prayed for a long time for a group of friends that not only loves God…,0,
140,The EndUp last night :) Much San Francisco. Hope to see you again soon. @ The Endup,0,
141,"""If I was you, I would be happy too!"" It has been a great 6 months…",2,
142,"See ya later weekend! @ Sausalito, California",6,
143,Happy Birthday Tina @ Coronado Bay Island,8,
144,"This weekend was a marvelous inhale, and a glorious exhale. I love my frans ️ @ Palm Springs,…",0,
145,dinner with the familia @ Dan Izakaya Restaurant,13,
146,when you're with your fav people in the world nothing else compares! ️ I don't want chad and…,0,
147,Repost @user @ Hollywood,7,
148,"Almost forgot to check in. (@ chandler ranch in Eastvale, CA)",19,
149,Can't wait to spend three days with you. where nothing else matters and no one else can ruin it.,0,
150,"Beauty, alissiamarciano, trying on crystal goodies in the studio today. @ Jewelry Theatre…",7,
151,Crushing hard on this piece by @user ️ Sunday shopping with my stylist @user,0,
152,Godfather's burger is always a good idea (@ Godfather's Burger Lounge - @user,14,
153,Foto de porta retrato ️ @ Off the Strip at The LINQ,0,
154,"My flight coming to Seattle this weekend .. @ Seattle, Washington",9,
155,"Great photo of the shop, courtesy of @user @ Made. Shop",5,
156,"My Ginette is quite the Artist just like her Grandpa ""Crayon box…",9,
157,"My home, forever and always. (@ Tracy, CA in Tracy, CA)",1,
158,Just some of the stuff in our garden starting to come up. …,2,
159,Great birthday lunch with an even greater fam ️ ️ ️ @ Outback Steakhouse,0,
160,"Spent the day looking at open houses, oh the joy.",19,
161,Happy Sunday @ San Diego Temple,5,
162,"He doesn't even know, I'm his biggest fan @ Bothell High School",1,
163,@user you're cool @ California's Great America,6,
164,Riding with my cowboy today ️ @ Cuyamaca Rancho State Park,0,
165,Sunday Funday! Off the the next event @ Ocean Delight,6,
166,"Happy Birthday MAY babies!!! Mikee, Tash, Kate, Tookie, and Via @user",9,
167,"️ (@ Kenny's Strawberry Farm in Fallbrook, CA)",0,
168,"Dinner ️ ️ ️ (@ KazuNori Hand Roll Bar - @user in Los Angeles, Calif)",0,
169,When your super excited to see your bestie! Love this girl!! ️ ️ ️…,0,
170,"prince ""I Would Die 4 U!!"" @ in East Oakland",13,
171,Those unexpected moments... By @user w/ @user @user,16,
172,"Just pointing to our soon to be new home somewhere out there @ Hollywood Hills, Mulholland Dr",7,
173,"City lights, purple skies. @ Huntington Hotel",13,
174,"This man.... ️ @ Pacific Beach, San Diego",0,
175,Last night at The Echoplex was @ Echoplex,4,
176,SUN ️DAYS @ Lyon Street Steps,12,
177,"Sunday twirls @ San Francisco, California",8,
178,Mama came through with the Churches,3,
179,took a detour for the day amidst a busy wedding season @ Disneyland,7,
180,Kisses in the dark as the waterfall behind us covers our silhouette @ Pace Art + Technology:…,9,
181,Such a wonderful time with these beautiful ladies this weekend ️ emilioorose @ University of…,0,
182,My best friend graduated today! She is going to be your children's future teacher We were all…,16,
183,️ ️ ️ ️ ️ ️Repost from @user using repostregramapp - @user is getting very…,0,
184,Taking a selfie by the pool while everyone stares at what I'm doing I'm so happy to be here on…,2,
185,"Graduation , Mexico & then my birthday",1,
186,Prom 2k16 @ Farris Wheel Puer 57 Water Front Seattle,4,
187,saw my favs with my fav last night ️ @ StubHub Center,0,
188,️ ️ ️Being cheesy and stuff. @ The Wizarding World of Harry Potter at Universal Studios Hollywood,0,
189,MUN conference on Saturday. Salesmen or Mormon missionaries??? You pick. @ Whitney High…,2,
190,@user ohmygooodness! I'm trynna get like you Rosie posie,14,
191,Pre movie drink @ Westfield Oakridge,19,
192,My Baby A Model @ Pacifica Ocean Beach,1,
193,magic moments w @user & @user truly a special evening @ Ron Herman,7,
194,"Wouldn't trade these guys for anything. Brothers for life @ Camp Pendleton, San Clemente…",8,
195,good times for our brother @user that man @user had it @ Marquee Dayclub & Nightclub,4,
196,Details Been so in love with this hot pink @user bag lately. It's a fun pop of color to wear!…,3,
197,Senior Ball 2016 ️ ️ ️ @ McKinley Rose Garden,0,
198,"MAY 15, 2016 Today was amazing!! I was able to get a picture with the 1st place winner of the…",1,
199,At a New Mexican place with ma man treeofakind @ Mercado Hollywood,5,
200,booty bumpin to summer bein so close @ Huntington Beach Pier,1,
201,Good times with my cousin @user at @user @ Ballast Point Brewing & Spirits Temecula,6,
202,Minimalism . What was I thinking? @user @ M.O.C.A,18,
203,Dress by me @ Cannataro's Restaurant,3,
204,California (at @user [pic] —,11,
205,"It's wine o'clock! Best part is, it's free ️ (at @user by Hilton Napa Valley in Napa, CA)",0,
206,thats amore ️ @ Maccheroni Republic,0,
207,"My shyt thoooo @user @ Whittier, California",7,
208,"Ok, I'm maybe obsessed with snapchat now that I understand it Find me at @user to…",2,
209,@user ️ @ Fox Theater Pomona,0,
210,@ Somewhere In The Middle Of The Desert,1,
211,OMG so good I went twice in 1 wk! Thanks Zoe for dinner ️ ️ ️ @ Souvla,0,
212,I'm still full from lunch I can't eat this tomorrow so I guess I…,2,
213,And voila! My first tattoo. And I love it and that all that should matter.. @ Skin FX Tattoo,5,
214,Never settle for less. ️ @ Hollywood Walk of Fame,0,
215,The best people to scream your lungs out with @ Wango Tango,13,
216,Making it rain glitter on Sumo Cow. He's enthralled. Meanwhile @user and…,7,
217,Trying to keep calm after seeing the height. thanks @user for the ride! @ Santa…,16,
218,"Transparent these days, so now I'm convinced that I am surrounded by Invisible Walls @ Crater…",7,
219,Daniel being silly as per usual ha! @ Santa Monica Pier,2,
220,"looking back at the night, it was pretty great @ Presidio Park",3,
221,Wait for it this week. Oh yes. We got action. . Let's go champ.…,19,
222,I could get used to this @ Santa Monica Pier,11,
223,@user pouring vodka drinks for everyone! What a babe!! and what a party last night!!!!…,1,
224,• • @ Hard Rock South Lake Tahoe,1,
225,Bbzzz @ MGM Grand Las Vegas,3,
226,"Grilled salmon on arugula, potato, radish, pea & sunflower seed salad. I ️ Blue Apron.…",0,
227,So happy to see my godson yesterdayand my friend @user ️ Happy birthday ke'arie…,0,
228,A blind man could have taken a better picture but we finally got the shot @ Foto Hut,18,
229,"The real fresno weather is here ️ ️ ️ ️ ️ ️ ️ ️ ️ @ Fresno, California",12,
230,@user @user Is that cannabis?,5,
231,"Typical gloomy day in portland Oregon. My home ️ @ Portland, Oregon",0,
232,Nine in the afternoon ️ @user @ Irvine Meadows Amphitheatre,0,
233,"Made Chocolate Banana Muffins again today.. And yes, they were absolutely fucking delicious..…",16,
234,Unforgettable memories of which I have no memory of @ Drais Las Vegas,2,
235,@user thank you so much Bethany we should go hiking sometime,3,
236,Me and mayaherykah and pg.shaeee at Santa Monica Pier ️ @ Santa Monica Pier,0,
237,Still not over @user set from Coachella. The production was unbelievable! …,16,
238,That's my best friend that's my best friend ️ @ Dave & Buster's,0,
239,I'm happier & better without you : @user (hit my sister up if…,18,
240,"Ended a fun day at Monster Jam with a lil ride through the fields. : @user @ Salinas,…",10,
241,"I couldn't recommend this place more (@ Norah in West Hollywood, CA)",1,
242,"""That's some real life shit."" : @user shirt by @user @ Beyonce Formation World…",10,
243,"Hey soul sister P.S: Yes, she is actually holding some…",3,
244,"When you get to test out your new lens @ Modesto, California",10,
245,Probably should have stopped after the 3rd blister.... : @user @ Hangar 18 Indoor Climbing Gyms,10,
246,Awesome night with amazing people! Thanks for making prom fun! ️ ️…,0,
247,snaps.chats never fails to entertain me! Haha had a great spa day! Made me look hella young. …,2,
248,Still best friends @ University of San Diego,16,
249,Yosemite ️ @ Yosemite National Park,0,
250,My little Z. @ Lake Havasu,5,
251,️ ️ ️ - Drinking a Knuckle Sandwich by @user @ Mid-City —,0,
252,First Prom with my best friends ️ + @user <-(missing during…,0,
253,Has such a fun adventure with my girl today! ️ @ Three Sisters…,0,
254,Holy cow I need sun and a spray tan ASAP. : redwoodshugger @ Lithia Park,18,
255,credit: @user @ Holy Names University,18,
256,I'd cross any BRIDGE for someone as GOLDEN as you @ Golden Gate Bridge,5,
257,I was good on my own that's the way it was,15,
258,Currently editing this session with @user from this morning (instead of watching GofT…,1,
259,Happy Sunday Funday // Swimsuit: @user : @user @ Thompson Hotel,10,
260,"Sister date. We rented a bike and a pair of roller blades, but it didn't turn out so well. @user",2,
261,Thank you for the wonderful gifts .. Official Jadine USA ... much Love!!! ️ Godbless ...…,0,
262,"One of our fav's now available on our website @ Corona, California",7,
263,Teaching tomorrow- Monday 6pm-7:30pm @user This is the last chance to get into…,15,
264,you gotta love LA! @ Temescal Canyon Trail,8,
265,w/ my baddies @ Up2you Cafe II,3,
266,Sheenie @ American Junkie Newport Beach,0,
267,"Missed my best friend @ Spokane, Washington",1,
268,Yo I used to be so excited to see Keni's 11:11 tweets,2,
269,"Can't forget my @user ""Chonchaaaaaaa"" so great meeting you, you had me cracking up. Ummm can…",2,
270,"️ (@ Venice Beach in Venice, CA)",0,
271,Last night at the @user party with @user & @user ️ love these…,0,
272,Get out of our Caucasian house @ Bootsy Bellows,15,
273,Carpenteria South of Santa Barbara. Water was so blue today,8,
274,Never a bad day when you come here. @ Safeco Field,5,
275,"@user LOL! This reminds me of a very drunk night walking bck home, getting hit by sprinkles and saying out loud “it’s raining”",2,
276,You know you've made it when you have one of these in your house @ The Butcher's Daughter Venice,7,
277,"Friends since middle school I love my life so much because of the people in it, honestly. @user",8,
278,Beautiful day for a Mariners game ️ @ Mariners Diamond Club,12,
279,Discovery Park @ Discovery Park / Beach,7,
280,She's musty . Lucky Strikin with @user fam! @ Lucky Strike,2,
281,"""You are the architect of your own happiness."" Life is beautiful …",7,
282,So excited to be attending such a beautiful school thanks for one last photo shoot with my…,1,
283,Nothing like a good MTB ride with a hangover lol jer_stagram in the heat lol jessharbour @user,6,
284,"Beautiful day in Huntington Beach ️ @ Huntington Beach, California",12,
285,probably smiling at the wall @ My Humble Abode,7,
286,Sunday vibes cred: @user @ Block Party Highland Park,18,
287,"So happy to hang with you fave!!! ️ ️ ️ @ San Clemente, California",0,
288,"Don't you just love ️ her at only 8 years old Ashley defeats the odds: 1 of 10,000 athletes…",0,
289,Out with the family today. Damn my camera's amazing @ Famous Dave's…,16,
290,love me anyways @ The Hollywood Sign,3,
291,"We were going to have a ping-pong tournament, but I got bored, & decided to chill instead …",6,
292,"Find your happiness @ Pismo State Beach, California",3,
293,Blue Breeze Band playing at Polliwog Park. My neighborhood is cool. @ Polliwog Park,6,
294,Gotta catch them all @ The Pacific Ocean - Ocean Beach San Francisco,2,
295,Fun day watching Grace do her thing @ Shaver Lake,8,
296,Tyler my @ Sea Air Park,13,
297,Shoutout to my Evolution Family for giving me the inspiration to look like this Due to the…,16,
298,️After A Long Day On Set...An Early Turkey Burger Home Made…,0,
299,POP ART SHOW @user in Costa Mesa TONIGHT.…,7,
300,@ Hills Above Sunset,1,
301,"for a moment you looked normal again little wooly mammoth @ Victoria, British Columbia",2,
302,"""@FemalePains: When your Pokemon Go vibrates but it's just another Rattata",2,
303,"Nothing beats a slice of za, done the right way (east coast style ) @ Bronx Pizza Inc",19,
304,Yesterday nights performance was special at the Love International Film Festival @ Wilshire…,7,
305,"Holy shit LA you brought it last night what a dream!! thank you to the smell, everyone who…",4,
306,"regrann from @user - 2nd day of @user here at ️Sunny Visalia, CA! Make sure…",12,
307,Tranquil moments @ Lemolo Lake Camping Ground,1,
308,I left my heart in San Fran @ Don Pistos,7,
309,"JULY.17.2016 Happy 1st Birthday to my inaanak, Leah Pearl Rosiles …",3,
310,reppin my bestfriend in the state that shares a name with our favorite childhood artist @user,8,
311,Introduced Paisley to Matt Kemp at the Padres game today @ Go Dodgers,8,
312,"Welcome to the world baby B @ Palm Desert, California",3,
313,These guys! Pal fresh back from a month at camp. We missed you aidan_wasserman! @ Chili's…,6,
314,"I'm all about days like this. ️ @ Oceanside, California",12,
315,made it back to ca first stop: ocean. @ Davenport Beach,7,
316,butterfly kisses part II @ OC Fair,9,
317,"Just finish, great outdoor comedy show @ Eagles Lodge",5,
318,Location: 29 n Fine (find me if you can ) @ Mandalay Bay Resort and Casino,9,
319,Sunday's are for glitter brows and pool parties @ The Langham Apartments,7,
320,Friday night lights showing the boys from Texas a good time Thanks again @user,5,
321,Dahlias for days. @ The Dahlia Garden In Golden Gate Park,1,
322,Me and my girls @ Zephyr Cove South Lake Tahoe,19,
323,"Meet my baby! @ Los Angeles, California",6,
324,All pink this look will soon be up on the blog but till then I have a tutorial up for you guys…,7,
325,"I'm at (at @user in Costa Mesa, CA)",1,
326,@user @user @user @user @user TRASHMAN a PUSSY he don't know,2,
327,@user @user @user @user @user @user @user @user ocean motion huh sis,2,
328,Dinner on the water @ Anthony's Hearthfire Grill,0,
329,Our first Balboa Bar of the week! Not the last I'm sure ️ @ Balboa Island,0,
330,Pix of me and my babydoll. Love you @user @ Casa De Gordon,0,
331,my minion ️ @ Universal Studios Hollywood,0,
332,goofy smiles and kisses from my man @ Lazy 5 Regional Park,3,
333,"AJ's 1st Week Home ️ @ Prunedale, California",0,
334,How cute is this ~ Nintendo x Yogurtland! @ Yogurtland Huntington Beach Edinger Avenue,3,
335,Sun ️ @ Venice Beach,12,
336,Seelie fae : @user @ Muir Woods Redwood National Park,10,
337,Happy hour was sizzlin @ The Crest Sports Bar and Grill,4,
338,Family picture! ️ ️ ️ ️ @ Griffith Observatory,0,
339,This dude @user goofy as hell lol @user @user chris_paul_family_foundation…,2,
340,First day of Vegas has treated us well ️ @ Caesars Palace,12,
341,"Exploring some more (@ Huntington Beach, CA - @user in Huntington Beach, CA)",14,
342,*buys in-n-out but still doesn't use gift card* @ In-N-Out Burger,2,
343,Woohoo!! @ Lake Tahoe,8,
344,"More celebrating!!! ️ (at @user Italian Restaurant in Encino, CA)",0,
345,happier with you @ Bella Vista Groves,5,
346,NEW VIDEO ON MY CHANNEL Learn how to get a pretty summer glow & don't forget to pretty please…,7,
347,"from @user - 2nd day of @user here at ️Sunny Visalia, CA! Make sure to come…",12,
348,Birthday Celebration with lovely ladies ️ @ Barmyx,0,
349,"@ Woodland Hills, California",2,
350,I ️ her. From top to bottom and sideways and upside down. We celebrated our 18th together and…,0,
351,A spicy Volcano Roll just erupted in my mouth! Delectable! Cali made me fall in love with…,4,
352,me and my best friends @ California Lutheran University,5,
353,Congrats LadieOne and Seize on your baby girl Autumn. Can't wait to spoil her . One love y'all.…,2,
354,Magic happen to those who believe in it @ Disneyland,8,
355,"Hillsboro, Oregon at dusk. There's nothing like it @ Hillsboro, Oregon",1,
356,The most fun I've ever had. Thank you all for being such wonderful…,5,
357,The World is more Giant than you can imagine - BFG @ Pacific Theatres at the Americana,7,
358,my world @ Lassen Volcanic National Park,3,
359,Today's workout goes to the egg cutlet I'm pretty sure that only…,2,
360,"️ LA Newlywed status ️ @ Los Angeles, California",0,
361,family affair @ Top Of The Beverly Hills,6,
362,successful weekend ️ @ JW Marriott Desert Springs Resort & Spa,12,
363,Ending the weekend with sunsets in Manhattan Beach! Always fun being part of the sports med…,1,
364,Made it to Hill Crest and caught the tail end of Sunday Funday and PRIDE. Good times! :…,18,
365,It's so good when you come home from vacation and have just as much fun as you did while gone! …,5,
366,I get to go to a school less than 20 mins from this @ Newport…,1,
367,"@ Crowne Plaza Hotel at Commerce Casino, Los Angeles",2,
368,My happy place. ️ @ Disneyland/California Adventure,0,
369,Probably gonna get in trouble for this but I couldn't resist so pumped to be able to a flow…,2,
370,Great Sunday! Very good time with friends! Selfie with mom) …,9,
371,"So happy that this NC, homegrown German girl came to visit! ️ @ The Coffee Bean & Tea Leaf",0,
372,Kim is a savage and Taylor is a fraud,2,
373,My twin bros and I got married lol Derick is on your left and Devan is on your right…,2,
374,"still can't get over the fact that I live with my fam, love you both endlessly @ Liggett St",8,
375,Nothing better than my Lambretta! @ Cretins Clubhouse,19,
376,I wasn't ready for this picture ... Obviously but my face looked funny so I wanted to post it…,2,
377,best staff ever @ Laguna Beach - Sun and Fun!,3,
378,It's a Yaya day @ In-N-Out Burger,8,
379,"️ ️ ️ ️@kristifreeland @ Big Sur, California",0,
380,Cheekbones McGee photo bombing the pug on our way home..we went to the beach to enjoy a…,2,
381,"THE BULLOCK CLAN GOING HARD IN CATALINA.. @ Avalon, California",11,
382,Ready to come makeup shopping with me?... First day as Beauty Stylist for Nordstrom Glendale…,7,
383,"️ LBC @ Ballast Point Brewery and Kitchen, Long Beach",0,
384,Sweet dreams and all the love in the world to you and yours Art by @user @ The Sunset…,7,
385,"️ (@ Hawks Landing in Yucca Valley, Calif)",0,
386,Squad with my brothers @user kellen_rowe kamthekiidd @ Buena Park Hotels and Suites,4,
387,Yesterday we had such an amazing day together @user will never forget what…,3,
388,"Sometimes, we need to be hurt in order to grow @ Big Dipper",0,
389,Stephen Marley... @ Brooklyn Bowl Las Vegas,4,
390,"Just press playa. @ Santa Monica, California",6,
391,"Ready to kick off a new week, but first Zzzz's (@ My Bed in Adelanto, CA)",0,
392,Celebrating national ice cream day with an ice cream sandwich this…,16,
393,Layered caramel cold brew. Heaven on ice. ️ @ Jump Start Espresso,0,
394,"BFF catchup over local beers & fries ️ The grownup version of an 8th grade ritual (@ The Hilt in Portland, OR)",0,
395,Watching California Chrome tonight. I just love this job. ️ @ Del…,0,
396,Loved 53xlv @user with @user And finally got to see k_efthemes in action! @ 53X,4,
397,Motorbike rides to the peaks @user @ Twin Peaks Summit,10,
398,"Finally a free Sunday!!! No dance, no work, just spending a good Christmas event with my…",17,
399,"@ Pismo Beach, California",5,
400,Make every side walk your personal Soul Train Line !! T U E S D A Y new @user,4,
401,the name's Flynn @ Princess Fantasy Faire,8,
402,"Braving the elements today with the @user Come see me for a ""blow out"" deal ! We're…",14,
403,"Bliss is a Sunday that involves a mani-pedi/massage combo (@ Cha Spa in Santa Monica, CA)",1,
404,I wasn't expecting all these love ️ I don't know what I did to deserve all this. Words can't…,0,
405,"My relaxing Sunday ️ @ Menlo Park, California",12,
406,"My loves... @ Palo Alto, California",0,
407,Family is everything @ Little Mexico,3,
408,That time the @user tribe was too big to fit on instagram the 2nd annual ugly…,2,
409,"Capital Fun ️️ @ The Citizen Hotel, Autograph Collection",0,
410,My new sign!! Thank you sooo much stephieannflores 7_lucky_signs you never cease to amaze…,8,
411,"Christmas is up!! (@ The Dog House in Seattle, WA)",17,
412,".. bless you @user .. @ Los Angeles, California",1,
413,Happy birthday @user Ride or die cronies since hs! @ Karl Strauss Brewing Company…,0,
414,@ Seven Magic Mountains,1,
415,@user this team makes me happy,1,
416,Dogs love this boy. He has such a way about him. ️ @ Bear Coast Coffee,0,
417,Just blessed with these amazing friends ️ Celebrating arezor…,0,
