,text,label,hashtags
45,Photo taken Thursday at SDCC2016 by MannyLLanura Photography.,10,"widowmaker,overwatch…"
46,"Hello there, my king Jareth bowie goblinking labyrinth @ Los Angeles, California",0,"bowie,goblinking,labyrinth"
47,Sunday views,12,"hike,waterfall,waterfallhike,latourellfalls,hikeoregon,hikepnw,whyihike…"
48,Caught by the lens of Yc Wong. photo by 8888tiger8888 suit by virginblak,18,ljifff…
49,Weldone champ babrain alikhamis rio rio2016 olympics @ Los…,7,"babrain,alikhamis,rio,rio2016,olympics"
50,Took a lil trip to Tahoe iputhehoeintahoe @ Incline Village At…,8,iputhehoeintahoe
51,About to hang out with a bunch of Armenians and Russians...trying to fit in Sporting my…,19,"Armenians,Russians...trying"
52,@user catchin a lil sun,12,"️goldenbaby_franki,myminime,summertime…"
53,Dayum it's hot out here,4,"vegasbaby,turnuptheheat,vegasshows,projectshows,libertyfairs…"
54,Photoshooting with the babe @user sundayfunday @ Downtown Container Park,18,sundayfunday
55,daddyslilmonster @ Hot Topic Stonewood,0,daddyslilmonster
56,Get. In. My. Closet. shoesaddict shopaholic musthave @user @ Topshop,1,"shoesaddict,shopaholic,musthave"
57,"Ode to the greatest, @user",7,"dontknowwhy,cover,covers,singer,songwriter,jazz…"
58,Album is dropping soon. AllSummer16 @ Oceanside Beach and Harbor,6,AllSummer16
59,Round 5 of Happy Hour and all is well.,14,weekendsinwesthollywood…
60,"Dirty mirror or not, a Selfie is a must FitDad Fitness LifeStyle Gym GymSwag @ EOS Fitness",19,"Selfie,FitDad,Fitness,LifeStyle,Gym,GymSwag"
61,"Everybody Need To Rest, Even Superman Superman @ West Hollywood, California",2,Superman
62,We had a lot of office volunteers for this event nicole.m.pawlak teamwass extramileca @user,18,"teamwass,extramileca"
63,Set a 'New Week' Intention; Clarity. latergram: I spent the afternoon with one of my…,7,latergram:
64,We be touristy in the sisco... bossman @ Palace of Fine Arts,18,sisco...
65,Dodger game w my fav pup,8,whereisjuanito
66,"Day job FilmComposer amandacomander @ Los Angeles, California",18,FilmComposer
67,Actors acting for new Scripts ️,0,"creative,be,do,love,mediainc,playground,storyplayground…"
68,"Peep The Tee...@jheneaiko To All The Negative Comments....mood @ Los Angeles, California",6,Comments....mood
69,"Magical princess celticprincess bamboo nature @ Warren, Oregon",7,"princess,celticprincess,bamboo,nature"
70,May the road rise up to meet you,7,"goldenhour,californiadreaming,summersweet16,running…"
71,"Having a case of laziness. Sundays Venice ️ @ Venice, California",0,"Sundays,Venice"
72,Desert Table juanandlars2016 ️ @ Holiday Inn Long Beach Airport Hotel and Conference Center,0,juanandlars2016
73,In Las Vegas with my ️ @user,0,"️sashasherman,tohaandreev,lilfam,lilfamcrew…"
74,"never again will I volunteer to work eight days in a row ️ pb sunset summer @ Pacific Beach,…",12,"pb,sunset,summer"
75,"Celebration 2! ️ (@ Mastro's Steakhouse - @user in Beverly Hills, CA)",0,2!
76,On site Tandoor Oven for catering events,6,"tandoorichicken,tandooroven,clayoven,spices…"
77,My comedy warrior boo @user ️ ️ ️@flapperscomedy,0,burbankcomedyfestival…
78,Found my beach over the weekend lakechelan summer pnw corona @ Lake Chelan,8,"lakechelan,summer,pnw,corona"
79,FUTURE NOW TOUR,7,"SoyLaMasFeliz,porfin,NickChiquitoMiAmorJonas…"
80,After dinner ice cream at the lake with these two knuckleheads! jakob isabel siblings @user,1,"jakob,isabel,siblings"
81,Love is a chunk of meat in my face ️ ️,0,"eatwithyourhands,handsonfood,bananaleaves…"
82,ExtraordinaryDesserts I ForGot The Name Of This Dessert @ Extraordinary Desserts,16,ExtraordinaryDesserts
83,My favorite PineappleExpress EVER... cc: @user amycrasian linseybrownakalins,2,"PineappleExpress,Damn…"
84,Today's cook up w/ @user NewMusic Trap ClubBanger Club TurnUp Producer @user,4,"NewMusic,Trap,ClubBanger,Club,TurnUp,Producer"
85,I found my house in SantaMonica dapinkhousetho (domdez house is…,3,"SantaMonica,dapinkhousetho"
86,Sunsets with my love! Lovin' the family time today! ️ ️ ️,0,"missionbeach,missionbeachsandiego…"
87,Life's a climb so thought I'd pick up a new hobby ️,0,"toprope,climb,girlsdayout…"
88,Thank y'all for interviewing me LetsTalkAboutIt you guys are hilarious and nice meeting you…,19,LetsTalkAboutIt
89,"Lit AF Seattle @ Seattle, Washington",4,"AF,Seattle"
90,I DIDNT REALIZE YOU CAN HEAR ME SINGING summercrush @ L.A. LIVE,2,summercrush
91,EWWWW WHY!!?! summercrush @ L.A. LIVE,2,summercrush
92,ㅡ When you are on the happiestplaceonearth with your bestfriends for your birthday... ️…,0,"happiestplaceonearth,bestfriends,birthday..."
93,Great film screenings @user still going strong! hsff16 ️ @ TCL Chinese Theatres,0,hsff16
94,Just got to the office,14,"determined,iwantthatsixpack,noexcuses…"
95,A little clip on my featured group from today's WERKshop.,14,"beautiful,dancelife…"
96,Always a pleasure wearekithandkin floodchurch @ Flood Church - San Diego,7,"wearekithandkin,floodchurch"
97,"""To love and be loved is to feel the sun from both sides"" -David Viscott",3,"boyfriend,weekend…"
98,Bomb dust Fries. fire @ Belly BombZ,4,fire
99,Summer pastime: swimming in yarn,1,"fashiondesign,create,capsulecollection,productdevelopment…"
100,I hate you a lot ️ hbdmeggypooky @ Woodbridge Greens Club House,0,hbdmeggypooky
101,That smile @user FutureNowTour @ Sleep Train Amphitheatre,1,FutureNowTour
102,"My show right now on Netflixlit laesclavablanca @ Santa Ana, California",4,"Netflixlit,laesclavablanca"
103,Congrats to our new Audi owners! You think a car is a good wedding present?,16,deals…
104,Cuz who says Sunday gotta be boring? TrunksWestHollywoodWeHo @ Trunks,14,"Sunday,TrunksWestHollywoodWeHo"
105,"ITS leoseason happybirthday to ME! Two more hours! @ Los Angeles, California",4,"leoseason,happybirthday"
106,I'll never get tired of flowers on date night. Thank you dolbus_maximus,13,datenight…
107,Hoping it won't rain indoors LasVegas USA @ The Venetian Las Vegas,11,"LasVegas,USA"
108,️ toocute catsofinstagram sorrynotsorry loveshim sabastian @ Happy Happy Hendricks,0,"toocute,catsofinstagram,sorrynotsorry,loveshim,sabastian"
109,Last day of Morphicon was mostly a good time. At least I scored the exclusive,6,powerrangers…
110,"By 8pm, Snoppy in his pj came to tuck the kids to bed.",1,"KnottsBerryHotel,MarkAndrew…"
111,"Shorty, I Don't Mind...",2,"sundaystyle,Instacy,sassystacy…"
112,Couldn't tell you but I do know @user has a PhD in Savagery 23 @ The Cosmopolitan of…,15,23
113,"Drivers, Irons and Moscow Mule. isuck @ Top Golf Las Vegas",2,isuck
114,"Goodbye, Napa Valley napavalley sterling spampamore @ Sterling Vineyards",8,"napavalley,sterling,spampamore"
115,Just came home and am a stuffed butt. Butterball @ Ruth's Chris…,2,Butterball
116,This,1,"view,sunset,summer,beautiful,desertlife,mylasvegaslife,lasvegas,vegas,love,sky…"
117,Vegas baby lasvegas nevada usa parislasvegas eiffeltower night lights holidays @ Las…,7,"lasvegas,nevada,usa,parislasvegas,eiffeltower,night,lights,holidays"
118,Officially in love with the brunette man lipssd @ Lips - San Diego,1,lipssd
119,Glad I got to be trey songz's prom date poppin @ Wolf Lake Park At…,7,poppin
120,puroparty with this girl! Bahaha! Just found video on my phone. Guess brookelynnpayan was…,2,"puroparty,brookelynnpayan"
121,Family is everything ️,0,"conejovalleydays,portapottyraces,wewin…"
122,When that cute boy walks by.... woof! adoptdontshop @ The Dog Bakery,3,"woof!,adoptdontshop"
123,@user YOU BELONG Gilroy ️ @user,0,"euforayoubelong,euforastyle,euforastrong…"
124,GrandCanyon amazing eaglepoint @ Grand Canyon West,1,"GrandCanyon,amazing,eaglepoint"
125,Had a great time yesterday nerding out with @user at the portlandrailgeritagecenter We…,6,portlandrailgeritagecenter
126,Hi Kobe Bryant! LA Lakers @ Staples Center,6,"LA,Lakers"
127,"Just a gratuitous selfie. Happy Sunday! sundayfunday @ Pasadena, California",5,sundayfunday
128,For a cure type1diabetes @ The Beverly Hilton,8,type1diabetes
129,"Last half price Frap extendfrappucinohappyhour frappucinohappyhour (@ Starbucks in Burlingame, CA)",2,"extendfrappucinohappyhour,frappucinohappyhour"
130,Another one by the talented thrulaurenslens,18,"sky,rocks,backbends,photography,photographer…"
131,Yoga practice for our Sunday ️,0,"sirsasana,yogawithmyyogi,iloveyoga,yoga,yogalove…"
132,What a day calilife lakeday @ Modesto Reservior,6,"calilife,lakeday"
133,A Royal Tribute To Our a Purple One...,13,"Resident,PrinceTribute,Honour…"
134,Holy ground starwars sanfrancisco @ Lucasfilm Ltd,7,"starwars,sanfrancisco"
135,Friday Night with friends losreyes cantina friendsnightout YOLO yilustre @ Reyes Cantina…,5,"losreyes,cantina,friendsnightout,YOLO"
136,Thank you to everyone who joined us from near and far for our Patina Farm event,9,patinafarm…
137,The best things in life are hidden in the shadows. BestCaptionEver IfYouSeeIt @ Kings Beach…,14,"BestCaptionEver,IfYouSeeIt"
138,Good one! Haha,2,"cga,californiasgreatamerica,santaclara…"
139,"loves balls jayden year nine months ️ @ Costa Mesa, California",0,loves
140,The Jones brothers enjoying them a tasty beer while in port. jonesbrothers @user,19,jonesbrothers
141,And that's a wrap on our little family shoot with arreguinphotography sundayfunday @ Walt…,8,sundayfunday
142,Not quite the World Cup but it sure felt good to win,2,"champs,soccerlife,ontothenextone…"
143,Marry someone who'll write a letter for you in calligraphy. vscocam travel @ Castle in the Air,3,"vscocam,travel"
144,non-planned twinning w the legend vansfam killintheretailgame @ Cabazon Outlets,6,"vansfam,killintheretailgame"
145,Ready for some CIVIL WAR!! marvel teamcap captainamericacivilwar captainamericavsironman @user,11,"marvel,teamcap,captainamericacivilwar,captainamericavsironman"
146,it's a blue kind of a day dodgers losangeles la blue @user,8,"dodgers,losangeles,la,blue"
147,California Dreaming,15,"hermosabeach,cali,californialove,pier,beautifuldaytoday…"
148,Pit stop at @user before hitting the next spot! SimiValley @user @ Skatelab,18,SimiValley
149,Part 2 Progress - Oil Paint & Pen Sketch On Vintage Denim - ALMOST DONE! ️,0,"deop,Oil…"
150,It felt secure to run with them baytobreakers2016 @ Marriott Courtyard Downtown San Francisco,2,baytobreakers2016
151,Happy NationalChocolateChipDay! Did you know we have ChocolateChip ButterCookies? …,5,"NationalChocolateChipDay!,ChocolateChip,ButterCookies?"
152,Baedesza dropping that @user remix @user odesza @ San Jose State University,5,odesza
153,Playing Exploding Kittens seaymego Seattle ferry cardgames explodingkittens @user,2,"seaymego,Seattle,ferry,cardgames,explodingkittens"
154,Snapping some cosplay pics. cosplay twinpeaks @ Griffith Park,10,"cosplay,twinpeaks"
155,Another great time last night with lovelyali Thank you theformationworldtour beyonce @user,5,"theformationworldtour,beyonce"
156,Thank you malibutimes for the article on the malibucookstour and capturing this photo ️,12,Malibu…
157,Too $kippalicious. SoFierce bringing that FirePower once again…,4,"SoFierce,FirePower"
158,Lovelies.... my,13,"flexandflowtribe,flexandflow,sweatpink,flexandflowyoga…"
159,Back in Shasta till Tuesday morning. Gonna try to go to Whiskeytown tomorrow,5,drive…
160,When you're moving and you use your old apartment as a rehearsal space,4,"noac,indianstyle…"
161,Falling in ️ with Vegas.. Last day in the @user tropicbeauty @user,0,"Vegas..,tropicbeauty,poolparty…"
162,Still the best group of people I know ️ ASB 2010-2011,0,"leadership,UNI,losangeles,highschool…"
163,"Evening light NoeValley @ San Francisco, California",7,NoeValley
164,My best friend sjsharks StanleyCupPlayoffs @ SAP Center,8,"sjsharks,StanleyCupPlayoffs"
165,"And, of course, the lucky nerd who got her.",14,"•HartsStormPNW,wifey,MississippiAve,Portland…"
166,So much love for sofarsounds & sofarsoundsla! Great times this eve sofarla actasif @ The…,4,"sofarla,actasif"
167,I got a cone and this what sigbodo got,2,"3Scoops,ButSheDidntWantDinner,GirlsLoveIceCream…"
168,Here's one with sound lyricswithmeaning @user @ 25th Street Recording,16,lyricswithmeaning
169,Always enjoy our little dates,5,"lunch,cutie,date,beefstew,noodles,itsbeenawhile,chinatown…"
170,The photo bombers say it all! Hilarious!,2,"beautydiversity,lymphie,extremeweightlossdiva…"
171,Pikes PD with my favorite babes wheresjuan @ Hard Rock Lake Tahoe,3,wheresjuan
172,WeddingFlower LOVE from last night created by @user janaemaue chrismaue ||…,3,"WeddingFlower,LOVE"
173,Went to Golden Corral today for the first time. I LOVE it!,16,"GoldenCorral,Buffet,Bellflower,Yum,Dinner,Family"
174,"Found 250 of these pretty steps in silverlake today. It's been fun, LA. ️ @ Micheltorena Steps",0,silverlake
175,once upon a time i used to be a fashion blogger.. and then i got lazy. : chris ruiz,10,dtla…
176,Camp Ethan. johnphotography campethan birthdayparty leicaq lancestraps leica @ West…,18,"johnphotography,campethan,birthdayparty,leicaq,lancestraps,leica"
177,vegas throwback wish I had a better quality 1! @ Palms Place Luxury Suite Rentals,19,"vegas,throwback"
178,"When you ask Peter Pan to squad up but he says, ""no! point up!""",2,"PeterPan,CaptainHook…"
179,"grounding. negative ions. and vitamin d atthebeach @ Santa Monica, California",7,atthebeach
180,X16 with babe @ Harder Stadium,3,X16
181,️ Thanks for the memories Malibu movingday @ Maibu California,0,"Malibu,movingday"
182,"Whaaaaat, Renados makes Micheladas! bomb @ Renato King of The Pizza",1,bomb
183,I wanna dance with you X16 UCSB @ Harder Stadium,3,"X16,UCSB"
184,Venice Beach part 2 LosAngeles USA adventure2016 @ Venice…,11,"LosAngeles,USA,adventure2016"
185,"Minnie ️ littlesister minniemouse backpack @ Redlands, California",0,"littlesister,minniemouse,backpack"
186,It's a spaceship... it's been to space and back,11,"LosAngeles,USA…"
187,I'm so inlove with him. I'm so glad he came on this vacation with mee,9,"lovehim,vegas…"
188,Someone had fun today,6,"pool,poolday,spring,vegas,toddler,relaxing,girlsday,daughter…"
189,"Always a great day seeing these lovely faces villagebooks vbbookies bookclub @ Malibu,…",1,"villagebooks,vbbookies,bookclub"
190,Dinner tonight with @user was !!,15,"datenight,pokirrito,iceskimo,convoystreet…"
191,The perfect bite. foodporn llblognotaconf heat yum maincourse @ Beach House at Lovers Point,1,"foodporn,llblognotaconf,heat,yum,maincourse"
192,coachella @ Coachella Valley Music & Arts Festival,1,coachella
193,"""Kissed By The Sun""- created by Baby Jesus",7,Married10Years…
194,Katelyn and Dan's wedding ️sandiego needtoreapplylipstick ilovedanstrauss letsdance @ THE…,0,"wedding,️sandiego,needtoreapplylipstick,ilovedanstrauss,letsdance"
195,"My granddaughter, Daisha .",13,"granddaughter,grandbaby,7years,ilovethisgirl…"
196,Fun day of skating. Front nosegrind. Thanks for the photo svrbtz skateboarding @user,10,skateboarding
197,Celebrating Sammie Sunday in our Pasadena scoop shop! : simoneberes,18,"GramYourSam,Coolhaus…"
198,Bigger Picture... I'm happy x @user,18,"photooftheday,Ootd,DailyStreetLooks,TheSkinnys…"
199,"Monkey Face rock ️ hometown beautiful ChicoCA monkeyfacerock love @ Monkey Face, Upper…",0,"hometown,beautiful,ChicoCA,monkeyfacerock,love"
200,"It never gets old, this ocean",7,"beautifuldestinations,exploring,seetheworld,marin,visitmarin…"
201,My Doisneau moment everydayeverywhere millvalley candid candidmoment streetphotography @user,19,"everydayeverywhere,millvalley,candid,candidmoment,streetphotography"
202,Mi first time there... Quiero volverrrrrrrrr,1,"Papas&Beer,Rosarito…"
203,Last Soundsational photo for tonight,7,"disneyland,mickeyssoundsationalparade,tangled…"
204,I'm addicted to ittt aftersicecreamloveitIrvineCali @ Afters Ice Cream,1,aftersicecreamloveitIrvineCali
205,express your love @ Culina at Four Seasons Hotel Beverly Hills,7,"express,love"
206,HBO in Joah BrownWe ️ John Snowgameofthrones @ Abbott Kinney- Venice Beach,0,Snowgameofthrones
207,Great night last night with family,0,"latepost,goodtimes,memories…"
208,Sacramento was thank you 1025ksfm for having us back. 102live @user @user @user @user,4,102live
209,Retweet if you want @user to,7,GetOnShimmur
210,"Couldn't ask for a better fishing partner bestfriend travisbarden @ St Joe River, Avery",5,bestfriend
211,"@user Really don't need Intel, it's too obvious. They're smitten with each other. That's AMORE",1,ALDUB10thMonthsary
212,kuwtk @ Hide Away Cabin,2,kuwtk
213,Since I get to see him in a few days.... flashback to when we saw the weeknd in Vegas @ MGM…,1,flashback
214,"My grandson, Drescen. . Little lefty!",8,"grandson,19months,grandbabylove,boys…"
215,@user & dirtmcgirt_tb first look! meetthebaksas @user,5,meetthebaksas
216,So thankful for our beautiful moms momsday @ Duke's Malibu,3,momsday
217,"""between sea and sky..."" ️ paradisepier disneyland sundays @user",0,"paradisepier,disneyland,sundays"
218,Found a bandit. ️ ️,0,"️raccoon,graffiti,graffitiart,marinheadlands,spectacularskies…"
219,celebration of success with love after my nlptraining marlynmonroe @user Make it…,7,"celebration,success,love,nlptraining,marlynmonroe"
220,Fan-girling pt. 2 with @user SOfluid sounds :'),0,"SOfluid,westcoastweekender"
221,These boys ️,0,"watchingit,scarymovie,stephenking,fuckingscary…"
222,"Day Two: ""The Grid"" staytuned @ Koreatown, Los Angeles",6,staytuned
223,Another successful day of tomfoolery with some of woes | : @user |,18,"b2b,itsjustdifferent…"
224,Beautiful view with beautiful people ️ highrollervegas vegasnights @ High Roller Vegas,0,"highrollervegas,vegasnights"
225,Bottom lashes are life! ️,0,"bottomlashes,makeup,makeupartist,mua,sdmakeupartist…"
226,Phase 2 of the redkenhaircolorauthority in Pleasanton!! ️ Official graduation tomorrow for…,0,redkenhaircolorauthority
227,Good friends and good times at @user twangsunday ️ ️ musicianslife tourkickoff @user,0,"twangsunday,musicianslife,tourkickoff"
228,"Had an amazing time at their wedding legarcias woodwedding love @ Woodland, Washington",8,"legarcias,woodwedding,love"
229,Our Criollo Old Fashioned. The best in town,14,"burbank,northhollywood,studiocity,valleyvillage…"
230,|| sad i couldn't be at Disneyland today ... HappyBirthdayDisneyland @ Disneyland,8,HappyBirthdayDisneyland
231,This guy in TroopBeverlyHillsUnauthorized though @user @ Rockwell Table & Stage,4,TroopBeverlyHillsUnauthorized
232,I Love La ️ bluesky @ Malibu Beach,0,bluesky
233,"Another beachday sunday surfingmama mybaby ️ moderndaybradybunch @ Sunset Beach, California",0,"surfingmama,mybaby,moderndaybradybunch"
234,Friends who workout together stay together sundayfunday pdx portland(@ Müv Training),9,"workout,sundayfunday,pdx,portland(@"
235,Thank you WanderlustFestival We found our True North Until next year.,8,"WanderlustFestival,IAmYoga,Wanderlust…"
236,Drumming up courage to go into the freezing water northwestisbest summer pnw hoodcanal @user,6,"northwestisbest,summer,pnw,hoodcanal"
237,"We went off the beaten path of house hunting...selfie trails tboz dwe tlc @ Bell Canyon,…",2,"hunting...selfie,trails,tboz,dwe,tlc"
238,Be sure you get your 5 servings of fruits a day! raspberriesrock brothers ️ ilovetheseboys @user,0,"raspberriesrock,brothers,ilovetheseboys"
239,"Vanilla Meringues FatFree @ Paso Robles, California",14,"Vanilla,Meringues,FatFree"
240,malemodel chase olswang during a photoshoot with @user,10,"malemodel,chase,photoshoot,pattymo,pmp…"
241,Such beauty brings the nature MtRainier Seattle vacation hiking picoftheday @ Mount…,1,"MtRainier,Seattle,vacation,hiking,picoftheday"
242,"Strawberry Smoothie was a hit. seaworld @ SeaWorld of San Diego, California.",5,seaworld
243,We are Infinite Light,13,"infinite,light,chamber,infinity,mirror,mirrorgram,infinitymirror…"
244,Twinning with my a1 sauce!,15,"bbw,instagramers…"
245,This handsome guy,1,"aplacetolovedogs,barkbox,darlingweekend,dogsofinstagram,hhjasper…"
246,"sundayfunday sunday bdayweekend ootd @ West Hollywood, California",9,"sundayfunday,sunday,bdayweekend,ootd"
247,SUNDAYFUNDAY My cousin is flyer than yours!! @ Burger Bench,1,SUNDAYFUNDAY
248,everybodyin hoodcanal pnw summer northwestisbest myown @ Hood Canal,6,"everybodyin,hoodcanal,pnw,summer,northwestisbest,myown"
249,Man in the Mirror,0,"sunday,reflection,mirror,life,universe,journey,destiny,multiverse,️…"
250,All green everything! sixflags summer blaséontheoutsideblessedontheinside partygirlvampire…,18,"sixflags,summer,blaséontheoutsideblessedontheinside"
251,Getting my niecelove! aureliapearl caedancetyler heartshark_ @ The Becerras,1,"niecelove!,aureliapearl,caedancetyler"
252,factsonly @ Paisley Park,15,factsonly
253,usa LA california tanning @ City Of West Hollywood,11,"usa,LA,california,tanning"
254,Fun shoot yesterday with reallysortofamazing downtownla rooftops @ Downtown Los Angeles,10,"downtownla,rooftops"
255,Shake Shake...some old school @user bestconcertever Pitbull @ Sleep Train Amphitheatre,1,"bestconcertever,Pitbull"
256,"my heart fell into my stomach ️ tattoo by @user @ Los Angeles, California",0,tattoo
257,Sent them to campcolman today. Best of luck to the counselors. ymcacamp campcolman @ Tyee…,14,"campcolman,ymcacamp,campcolman"
258,soakbeachbash here @user with me @user thank you all for coming out @ Agua…,9,"soakbeachbash,thank"
259,"Mac and Me 80skid @ Palm Springs, California",2,80skid
260,sunday snuggles,1,"sunday,batpig,frenchie,frenchiesofinstagram,squishyfacecrew,dogdad,dog…"
261,BuiltByJimmy ATHLETE training sessions today at Kezar Stadium :) Let's GOOO!!! Online…,4,BuiltByJimmy
262,Always an intense climb; never not worth it. : @user,10,"pnw,exploregon,upperleftusa…"
263,"This one came to visit sanfrancisco @ SF Bay, Golden Gate Bridge",11,sanfrancisco
264,These two...the bride and her mother. Completely gorgeous PAGEBeauty team: @user,7,PAGEBeauty
265,Today's happy place,5,"sonoma,sonomacounty,mywherever,exploring,seetheworld…"
266,Summertimerural rurallife ruralamerica nevada lund basinandrange basin&range usa usa …,11,"Summertimerural,rurallife,ruralamerica,nevada,lund,basinandrange,basin&range,usa,usa"
267,All of my favorite things in one day!,16,"Starbucks,Starbs,Coffee,Kawfee,KawfeedMeMore,Trenta…"
268,Sunday vibz. ...antisocialsocialclub keltecksg12g glock19 @ Jackson Arms Shooting Range,11,"keltecksg12g,glock19"
269,The ending is literally the best part kahaiajustine babyrowena beach day! @ Scripps Pier,2,kahaiajustine
270,"Lions (not pictured) and tigers and bears, oh my! Spent the day at the zoo with @user …",5,zoo
271,Sunday Funday at boilingcrab ️ We love it here! ️ nofilter theboilingcrab,0,"nofilter,boilingcrab…"
272,Another redwood forest to add to the list,19,"sonoma,sonomacounty,redwoods…"
273,Quality time with bessie mrmrscbyahe @ Domaine Carneros Winery,5,mrmrscbyahe
274,".bluebottle bluebottle_sf great, smooth cup of joe coffee coffeelover sanfrancisco usa @user",11,"joe,coffee,coffeelover,sanfrancisco,usa"
275,US loses 3-2. daviscup teamusa @ Davis cup,11,"daviscup,teamusa"
276,"I need to get out of the sun too much tan lol. beachday @ Newport Beach, California",6,beachday
277,beachcruiser @ Mile Square Regional Park,6,beachcruiser
278,Bonecrushers Day 17 of the 22 day push-up challenge completed.22…,11,Bonecrushers
279,"What a beautiful evo mitsubishi evox evomr evogsr @ Los Angeles, California",1,"evo,mitsubishi,evox,evomr,evogsr"
280,This is what my night looks like,5,"flightattendantlife,savignonblanc,pureclass…"
281,I just couldn't handle it watchoutthewindmightchange sundaycompany : @user @ The…,18,"watchoutthewindmightchange,sundaycompany"
282,littlebeachhousemalibu ️la @ Little Beach House Malibu,0,"littlebeachhousemalibu,️la"
283,when your neighborhood stroll ends up at @user this... .,1,"cafésociety,woodyallen…"
284,wave hugger. : jhphotos12,10,"coronado,california,westcoast,mermaid,ocean,beach,salty…"
285,"""To all who come to this happy place, welcome. Disneyland is your land ️""",0,---waltdisney…
