,text,label,hashtags
32,I hope I could recover from fever today. I need to start with strama..,0,
33,"somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka",0,
34,The Champions League is overrated anyway!,1,
35,@user are you looking at the wrong profile picture?,0,
36,@user One day I want to travel with my bestfriend 🌏✈️ DONE DID TRAVELED DA WORLD!! @user ❤️,0,
37,@user u simply cant win with @user if it is twitter fight!!! :-P,0,
38,i do occupy rent free space in his cranial cavity LOL @user,0,
39,Lol RT @user Wouldn't surprise me if Soldado bangs in a hatrick and we win 0-3 against Chelsea tonight .. The legend is back,0,
40,My husband thinks I'm crazy because I taped my tape dispenser. Hehe. I'm handy like that. ....,1,
41,Sending best wishes to all my coworkers at the 9AM this morning,1,
42,@user try having no internet for a month. Now I know how Ethiopians feel.,1,
43,Love being made fun of,1,
44,@user @user @user Oh wow your talking Skype! Cool!,1,
45,"he was half of what she deserved, yet he was all that she ever wanted ,,,,",1,
46,Parking meter obviously forgot to get its own parking ticket.,1,
47,well today is gonna be a great day 👌,1,
48,Heaven help the fool who did her wrong,0,
49,"Just bartered for a bottle of rum in best one, and got it down from £18 to £14. Happy Fucking New Year to me!!",0,
50,find ONE local PD that reported an 80% drop @user @user @user @user @user @user,0,
51,@user @user Money 4 Church| APP PAYS you!|See- |Go 2:,0,
52,Well it's always a good time losing at the Bay... @user @user @user,1,
53,Welsh devolution? How's this for starters...,0,
54,I love when folks call Brady a system QB but are THE BIGGEST Peyton Manning fans. .,1,
55,"@user Instead of playing the pompous ""do you know who I am card?"" , how about you actually make an educated rebuttal?",0,
56,Kind of love how I got a voicemail from my seat neighbor wondering where I was yet they constantly sell their ticket & I never ask,1,
57,The ever so caring @user gets to see the siege ending first. Great journalism.,1,
58,@user You truly are my son.,0,
59,"Kevin Durant with 23pts on 8-13 shooting, has this nigga been inefficient since he came.",1,
60,This chap seems to be a bit of an over sexed out going extrovert ... Must be his overly masculine voice and demeanor.,1,
61,"Damit, this fatima bhutto has an instagram account but not pics of her. Some random shit...and then ppl i follow keep posting pics.",1,
62,@user so funny lolololol,1,
63,@user @user what the hell ever.,0,
64,On my lunch break so sleepy😴,0,
65,"@user @user More clean OR cleaner, never more cleaner",0,
66,"Amen, that's due to them  having respect for themselves.",0,
67,Double standards are always a fun thing,1,
68,"@user I don't think, I know x",0,
69,Now I've written down everything I need to know it seems a lot more manageable.,1,
70,35 amazing followers in the last week and there will be more tomorrow. Growing with,0,
71,Oversleeping is the bestttt.,1,
72,I need a misadventure form because I broke my hand practising and rewriting this english essay 500 times,1,
73,"A strange day so far everyone seems in such a good moodmaybe in actually napping or still drunk ""still time for grumpy to return",1,
74,Travel and tourism this morning.My favourite lesson whoooo,1,
75,Aaaaaaaaand we're back in the ER. Hooray for no sleep!,1,
76,Just a had a Bruce Springsteen flashback. *shudder* @user @user @user @user @user,0,
77,Is Obamacare Slowing Health Care Spending?  via @user,0,
78,@user Ha! I don't have haters. Just a few misguided souls who thought my mentions were a bulletin board for their issues. ;),1,
79,@user Ooooh only the 'economic' destruction of the country. Now that makes a world of a difference.,1,
80,IT'S DEFINITELY NOT FRIDAY. THE REASON IS: It's Tuesday~! Yesterday it was Monday so why should it be Friday.,1,
81,"I have a VERY limited number of press seats available for a Meet Me There screening in Austin on January 21. Hit me up, press types.",0,
82,"@user T-Mobile's CEO thinks the Apple Watch is going to be huge <-- I do, too.",0,
83,Now gonna enjoy this day with my babies!!✌️,0,
84,I love cold winter days cause I never know when my car decides not to start 😑,1,
85,This clinical psychology exam is gunna be the main cause of whatever mental disorder I develop,1,
86,"@user he hasn't been diagnosed w/ bipolar disorder yet I'm assuming?He needs to ""beat"" his ""hard feeling"" emotions into submission.",1,
87,@user Duly noted ;p ;p ;p,0,
88,.@BDUTT is at her best when she reports frm 'on the field'. Not that she is bad at studio but on field she is a true story teller.,0,
89,@user where's me boots happy,0,
90,Good morning hank its saturday im starving,0,
91,##to#our#countries#special#dedication#to#ma#Syrian#friends#you're#alone#instalisten#by#heart#voice#,0,
92,@user Are they going for the very original plans now?,0,
93,What a great person you are.,1,
94,It's gonna be a great day 😃,1,
95,"@user Oh no, I've tipped Gamergates hand. Now you know our end game!",1,
96,@user @user Ya cause their country is calm and peaceful from Everyone arming themselves,1,
97,Its gonna be a loooong day..  but yolo lets have fun 😆,1,
98,Reading a Victoria's Secret Fashion Show recap with a plate of French fries in front of me 🍟,1,
99,.@Moz @user Woot woot! Whiteboard Friday's are my favorite Friday activity!,0,
100,"@user @user The more liberal the city, the more class and intelligence it exudes.",1,
101,"@user People who commit crimes, resist cops, or attack cops are endangering their own lives. No respect for law or other people.",0,
102,Love coming to school knowing I have tests all day,1,
103,@user wow.. she really touched them with that tweet.,1,
104,"Have successfully avoided everything from season 4 - which I've not seen and there's an S5 one, in my timeline.  Thanks Indy!",1,
105,Gawd! I love 9am lectures and 4-6pm lectures.,1,
106,@user apricots pears and boozy Belgian goodness. A winter warmer.,0,
107,Great way to start of the day,1,
108,.@ThatNeilGuy Isn't it great how all those ppl have done a public mea culpa since that didn't happen?,1,
109,"Song of the Day: ""The Lights and Buzz"" - Jack's Mannequin.",0,
110,Younger siblings are okay. But then they do this irritating thing where they wake you at 5:15 to open presents. And that's just awesome,1,
111,@user I think I'm gonna check your music out later. Thanks☺,0,
112,I love how sometimes I am skipped over so the greeting replies are just towards Odin but not me.,1,
113,"May be cold tomorrow, December 28, 2014! A low of -7℃ - dress warm!",0,
114,Love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers...  🙈,1,
115,The last Twolves game I was jacked for was right after the lockout in 2011 vs. OKC (Rubio's 1st game)... I wonder if I when I will again?,0,
116,@user looking forward to the time I have to traipse down the stairs to postie with a baby attached to my nipple! 😳,1,
117,Currently writing about how I plan to stop procrastinating after leaving the paper untouched all day,1,
118,"Dear Manila, I'm with your traffic twin - Bangkok! yahooo  @ Sirat Express way",1,
119,@user A lot of ingredients. More specifically.... Like a lot a lot,0,
120,"amazing how they are the one doing the ignoring, and think they are set free @user @user @user",0,
121,Ideology in a nutshell - the meaning of life in a sentence for every perspective.,0,
122,"Is it wrong of me to not want to read about horrible things in this world, just for one day?",0,
123,Oh and it's a positively balmy 7c,1,
124,@user it's finally open XD I used a youtube video to help me :) Thanks very much ;),0,
125,A whole day at NS w/clients. YAY.,1,
126,|| Flattery will get me everywhere  [@TaliaHaleTW],1,
127,Late night snuggles with my boy 💜💕,0,
128,It was a greaaaat night! ☺️😁,0,
129,@user fine atm is they Glazed Apple shower gel and perfume it smells amazing!,0,
130,One from her please *cries*,0,
131,"@user @user not playing out in the provinces like, oh, Mississippi.",1,
132,"Today stats: 5 followers, 8 unfollowers and followed 2 people via",0,
133,"@user @user is it bad that after my ""happy Preds won"" 🎉 dance my first thought was Donnie?! 😁🙊",0,
134,It's 8:46 and I'm ready for bed.,0,
135,MVP goes to Concordia Wifi.,1,
136,@user Warwick Davis is more than twice the man Tony Blair is,1,
137,All I wanted was to see you,0,
138,"@user @user I wish son. like I said, twitter, wit on twitter and the magic of photos that are  3D = smoke and mirrors effect.",0,
139,It's almost 1am and @user and I are arguing on why the guy is cute or not. Really. This is our lives. Come on were adults.,1,
140,"@user he offered it but he made it sure the board refused double 16m in October, all in Rangers interest",1,
141,Twitter can be so annoying,0,
142,@user Is it on display at any given time at Ryerson?,0,
143,@user  When continuationists demand a prooftext for cessationism. / @user beautiful observation,1,
144,"@user @user Everybody just keeps saying ""Gronk and large contingent of Patriots."" Who else is there with Rob?",0,
145,Wow I love having 3 essays due in the next 3 weeks,1,
146,Finally 2015 will be a worry free year for me.,1,
147,Monday mornings are my fave :),1,
148,to be an Ass but ohh Yeaa!!!!,0,
149,@user yeah that's it,1,
150,"Facebook owner, Mark Zuckerberg, says ""dislike"" to creating a dislike button",0,
151,Ummm can I please have @user for Christmas?! Dang he looks great tonight. Why did I not go to this thing tonight?,0,
152,Zuckerberg says he wears a grey t-shirt everyday because he doesn't want to waste time on things that don't matter||He runs Facebook||,1,
153,"Time to continue cleaning out my closet. Happy, happy, joy, joy.",1,
154,"@user So, this Topless Feminist was just looking for someone to love?",1,
155,"Guess its just me, brett and my mom this year. Gotta love my family!",1,
156,"@user @user @user @user @user Yes, you are but it also shows your ignorance , and hate.",0,
157,@user You can afford stocks? Teachers make SO MUCH money it's crazy!,1,
158,"@user @user The link says ""The requested page could not be found.""||Was the  intentional?",0,
159,Montana Of 300 14 - THE BEST Versace Remix IN THE...: this dude goes off,0,
160,@user me and you are the only ones that love it 😆🎅🎉🎶,0,
161,"Dayum, I really got the house to myself while my brother still has school all week 😎",0,
162,"@user @user OMG want one, but I have EasyPay Express. This would mean I would only use it to ride PATH.",1,
163,"@user ha yeah which is your opinion, which like mine, means nothing ;) they're in.",0,
164,I'm knitting a scarf. Yes. Knitting. A scarf. Because manual dexterity and I like knitting. Problems?,0,
165,Off to bed can't wait to feel this hangover. |,1,
166,.@NSRoadsPolicing @user oh look an Audi driver breaking the law...how strange,1,
167,"Here's an ""It's cold and I had to scrape windows so I'm sad"" selfie...gotta love living that hotel life",1,
168,@user @user we all know how well we did under Erickson.,1,
169,@user public hammering the Steelers all week. Juicy.,0,
170,@user yup.. Few weeks in NZ mucking about then some time in Fiji dodging sharks.,0,
171,"Quick feet in slow motion ! Never stop loving , knees high , arms moving ! Still a lot more to be done...",0,
172,"I never cared for Beyonce, bc I could never get a sense of who she was. Her interviews lacked depth. @user tho....this girl got IT.",0,
173,Who ever thought moving in the middle of December would be so peaceful?,1,
174,Bday lily painting for @user 💜,0,
175,Do you use Instagram? Well get 100 free followers at -- No.,0,
176,Some people just don't listen..Ah well guess they'll learn the hard way,0,
177,One of my favourite things about going to fanshawe is walking to the Z building,1,
178,I was being considerate about this issue N didn't care what I did. But now I'm taking my position back and I don't give a damn wht u think.,0,
179,@user @user I can sign you in as my guest....,0,
180,It's currently Fair and 4℃ outside.,0,
181,@user did your python tweeter send that?,1,
182,@user |do 4 fans!| APP PAYS you & YOUR FANS!!|See- |Go 2:,0,
183,now  in the MALLS! TAKE YEARS OFF YOUR SKIN! SEACRET Minerals from the Dead Sea!!!,0,
184,@user Even you have to think the Religious Freedom Restoration Act in Michigan is ridiculous.,0,
185,There's always that one friend to motivate and make you feel better. El7amdellah 3la wjoodch fe 7ayaty yaa dctortna el jameela <3 @user,0,
186,"@user aww bless ya. Enjoy your break babe, yeah it was great thanks.. Finally recovering from it. How's Ya tash going? 😘",0,
187,@user Did I really need to put a  hashtag? Oh dear!,0,
188,@user Aren't humans the ones who are playing the sport?,1,
189,@user @user great days there under Wilko.,1,
190,I have so much to do before tomorrow so I think maybe I'll take a nap?,0,
191,Si Ms. Educ hehehe clear my ignorance 😍😂,0,
192,Meanwhile in Zimbabwe the South African imposed government promises to stamp out corruption.,1,
193,"@user Re: Xmas: ""Christmas"" is itself an abbreviation of ""Christ's Mass.""  @user",1,
194,EBOLA|BUT GREED AKA BADMIND KILLS EASILY AND QUICKQUICK,0,
195,"@user Oh, come on. Give her a chance with her trust worthy SNS warriors and her followers in that ""Uber-Right wing"" portal.",1,
196,@user my 7-year-old got it for me! I think Macy's,0,
197,Should be a balanced view then  @user @user,1,
198,In desperate need of training partner(s) with the knowledge and insight of the infamous @user Candidates apply within.,0,
199,So if three geeks can bring down the whole of Microsoft and Sony networks..my annual firewall subscription is worth every penny!||,1,
200,Remember Black Friday was a bust....,1,
201,@ the hospital for a new allergy test... Love it.,1,
202,I just love being wide awake at 4am,1,
203,This history essay is literally shitting on me.,0,
204,"Day off should be snuggled on the sofa doing nothing..... But alas I have Errons to do so trying up drag myself out of bed,  happening",0,
205,Girls with British accents.. 👌 On point.,0,
206,@user & @user cut a promo then @user states he's facing @user oh yay!!,1,
207,love studying for anatomy 💓,1,
208,ayee love your lips  trying to sound creepy,0,
209,"@user Those ""waves"" are epic!  He he",1,
210,"@user Wow, neat! & a nice mini tour of Belfast as well. I think you should have asked for one of these for Xmas, Larry!",0,
211,WOW Doutzen looks amazing after having a baby,0,
212,I love when my mornings start off like this.,1,
213,Oh look - wrapping presents is SO easy...here's the video to prove it!!!|,0,
214,@user lol 😁.. Will let my kids know when they get up in the morning.. Thanks for the tip,0,
215,@user love you so much taylor ✨🙇,0,
216,@user He'd be a perfect fit... or Beachy/Medlen.,0,
217,@user @user No reply. What a surprise.,1,
218,Everything You've Been Told About Copywriting is BS.,1,
219,Love hanging out with my dad,0,
220,@user Thanks for the update Spot. I'm good w/ That. |If you can Post some stuff on this on my blog:,0,
221,@user oh lordy! Eating out was the hardest or going to someone's place. Esp as I don't eat meat.*eye roll* what can we feed her?,0,
222,"@user @user Good points, but Republican party can be just as fractured. Together that makes for a disenchanted electorate.",0,
223,@user I try to imagine. it's confusing.,0,
224,"@user @user Would you have said in the 1800s, ""Why is GOP against Africans being brought here? Do any of them want to pick cotton?""",0,
225,I was watching birds fly during this photo.,0,
226,"@user @user hahaha good 1, you might own a stadium then rather than the local council ;)",0,
227,It's not even 9 and I've already called the cops twice.. Damn I love my job 😒,1,
228,Being mom tonight was both refreshing and a real tbt,0,
229,@user 😡 no he bloody isn't I was upstairs getting changed !,0,
230,We still got alot of moonlight left,0,
231,"@user transfer fund of £250,000 is given to .... Nottingham Forest a team with a transfer embargo.",1,
232,@user @user @user Hahahahahahahhahaha! I was some one and it happened to be ya! !,1,
233,"@user If it's a ""Blue Ribbon Panel"", then it will be all good.",1,
234,"Now that i can seem to afford good things, material things in life...its the simple things that i need and really want... of my life",1,
235,Love waking up to my face being licked by my puppy..,1,
236,"@user A Guide To Coffee 👌 LOL, espresso from that time we went to the Maple Leafs fan fest @user",0,
237,Welp. There goes 50 bucks down the drain. Thanks KU Student Housing.  Get. Me. OUT.,1,
238,I'm getting excited about Mexico now.,1,
239,Great start to the day,1,
240,Going to watch a movie about murder. Merry christmas ;),1,
241,@user Please follow me. I have a technical question. Thanks.,0,
242,Can't even explain how excited I am for tomorrow. 💯🏀,0,
243,"The funky taste of chocolate with the Chunky Monkey all just in a cup .|| George of the Jungle,Cup and a Lick",0,
244,A £718 phone bill is a lovely email to wake up to,1,
245,If only I possessed half the balance legolas has,0,
246,"@user @user @user @user it was an In progress list of ""MN of the year""",0,
247,Why am I wide awake right now..😶,0,
248,"Take me to church...,.",0,
249,"@user congrats , so cute :)",0,
250,@user @user not bad for a kid from Az. Hockey doesn't work in the desert.,0,
251,@user MK1 Shadow Shift was so much fun.  @user,1,
252,LOL.. Micromax is promising that service?,1,
253,"Sad I don't have a Christmas jumper, thanks @user for your super fast delivery 👍",1,
254,@user @user Hey maybe you can reach the scoreboards and fix their latest issues,1,
255,"@user You're on my ""People Who Antagonize Me"" list. via @user",0,
256,I just love working Sunday's.,1,
257,@user @user @user Again fans come second. Thanks again,1,
258,@user @user Thx. If thry real why dont you have them? Friend me on,0,
259,@user The pace of KCRoyals activity at the Winter Meetings is giving me vertigo!,1,
260,@user you have never seen me,0,
261,"Yep, true patriots all.",1,
262,Retweet @user to have a book signing & screening in your area.,0,
263,@user hahahaha love it mate. Have a good1 xx,0,
264,@user So tht we can look into yr acc specifically we wld need to speak with you over the phone. Calls are charged at...,0,
265,@user Hate it. Go back to the old format please.,0,
266,Atheists celebrating Christmas.||,1,
267,You really know how to treat a girl,1,
268,stomach flu once again...what a surprise.  😒😷,1,
269,All hell is breaking loose... Ahhhh everybody freak out,1,
270,@user can you reveal what you were drinking now?,0,
271,Last semester I dropped a class because I had to write a 7pg paper. This semester I've had to write 5 of them,1,
272,Couldn't agree more! RT @user Nothing makes me feel more special than receiving an automated DM.,1,
273,Difficult And Happy in life should be enjoyed. Because Life Comes Just Once. So He Went. So He Will Not Be Back. || so ez,0,
274,"Oh great, @user has pop up ads now. Just what I want when trying to quickly access account info.",1,
275,"The answers often lay right infront of you, the problem is you seek in the distance, when in reality the answers are simple.",0,
276,@user Psssst. You spelt 'thing'  wrong ||,0,
277,never expected you would LIE as much as you do back when i first encountered you @user @user @user,0,
278,@user haha I also had 2... cheers bro !!!,0,
279,"Love how I came into work at 8 because Charlie said we were busy.... 3 people in 45 minutes,yeah we got this place packed Charlie.",1,
280,Everyone competing against each other for privatized goods is way better than working together as a whole to advance humanity.,1,
281,@user okay went to court the case got adjourned till January.. My backs been playing up so in some pain 😩 wbu? X,0,
282,Nice soak in the bubble bath 😘😘😘,0,
283,Still awake sooo that's nice...,1,
284,So nice to have a final before the sun is even up 😊,1,
285,Another fantastic day,1,
286,"Well today is off to a great start, might as well be Monday",1,
287,😒 Half of the testing group was very helpful today.,1,
288,"@user who you calling bottle job I'll take teeth. Yeah I'm game mate, at training tonight too, I'll remember your hat",1,
289,So despite the fact that I was up till 4 studying and had to wake up at 7 I think this day is going to be great 😒,1,
290,@user miss u I'm leaving on 7th so .... Need to see you before I go 😩😩😩😩,0,
291,I am so happy that Thad (the Lead Multiplayer Designer for Hardline) followed me XD,0,
292,"@user he's played 5 minutes, 0-4 from field, a steal and 2 fouls. that's it. that's all he's done.",0,
293,@user Asalamoalekum... 😃 kesay mizaj ? Thank you so much. It was posted on 2nd December 2013. Already there. 😇,0,
294,@user I do 2 or 3 times a week :) lol I can't do 5 :(,0,
295,Exactly 1 year ago today! (via @user,0,
296,11:11 - say something stupid. ||Oh... You beat me to it.,0,
297,@user has the best pickup lines,1,
298,@user you won't get a source other than ISPR :|,1,
299,"@user Steve, Steve, Steve. That's Data. You'll never win any hearts and minds if you don't appeal for the poor polar bears",1,
300,.@doctoratlarge yeah. Tones are the most obvious things in tweets.,1,
301,I don't know what's worse...the fact that McDonald's is open on Christmas Day or that people are actually in there eating it right,0,
302,@user @user indeed two people from the opposite political divide not slinging insults. What is twitter coming to,0,
303,"Oh look, we're having another storm in Sydney.  How unusual.",1,
304,That was a great 3 hours of sleep,1,
305,@user Oh crap. Mean. What did it mean. See my last few RTs.,0,
306,"Pepe's hair RT @user Palacio's hair...""@bombguy95: Ronaldo hair..""@Ms_Nini_: Messy hair ♥""",0,
307,Having nothing you studied be on the test is just fckn greaaat,1,
308,The fandom showing its mature side as always when it's about this kind of topic,1,
309,@user obvi because every Jesuit is a heretic  💁,1,
310,I always LOVED that my family was the last one to open presents,1,
311,"Breaking news!  RT @user Mario Balotelli isn't a team player, according to Adel Taarabt",1,
312,"@user but if you feel like it's relevant don't worry about the word limit man, at least you're doing it",0,
313,Farting like the world is ending,0,
314,@user so I gave up and am now heading for bed orz,0,
315,@user what a way to start the new year,1,
316,@user Lol I hope that's a good kinda crazy,0,
317,@user that's totally obscure...,1,
318,It's great to hear a bloodcurdling scream at 4 in the morning...,1,
319,@user Just put it in first gear and they will move. Liberals won't ever give their life for a cause. They will just destroy yours.,0,
320,@user .@PlayStation @user EVERYTHING IS AWESOME!!!!!!!!!!!!!!!!!!!! :),1,
321,"Committed to you, your privacy and an open Web|Please turn on JavaScript to display this page correctly. ||Firefox homepage",1,
322,@user @user I believe we have n that's y we SUCK.,0,
323,@user Great. Does that mean he's also giving up hunting and killing wildlife in Europe?,1,
324,@user I think I can make it Aaaawww  ... @user @user,1,
325,I like creepy guys that ask me random questions at swic,1,
326,@user @user @user @user What's the prices like?,0,
327,Dont you just love Captchas?,1,
328,Wishing my relationship was that real,1,
329,@user @user 😆😆 He would get floored in one poke 🙈☺️☺️👌,0,
330,Well done @user for making it possible to get emergency messages to a member of staff.,1,
331,"Don't you just love when you say hi to someone in the hallway and they completely ignore you? Yeah, I love that too. 😒👊",1,
332,I love waking up and not being able to sleep anymore :),1,
333,"Dear Next Person that seeks to educate me on anything PLEASE be very educated themselves, which means knowing multiple points of view",0,
334,@user I don't think I've ever even made weed brownies in my life...idk where you get this bizarre idea from lol,0,
335,What is most important today is not family or health but rather NBA action.,1,
336,"sorry for being female, I didn't mean to interrupt your perfect little man-world. 😒",1,
337,Worked both jobs between 545am and 830pm w 15 minutes between jobs. Already planned to sleep immediately after work tomorrow.,0,
338,Always nice when a 40 year old man you don't know calls you pretty,1,
339,been about you and I'm still about you,0,
340,@user Whoa! I hope Dione Taylor got a standing ovation for that performance. Incredible voice.,0,
341,My prayers have been answered WE OUT,0,
342,@user Thank you! I think i filled it out correctly,0,
343,There's nothing like almost rear-ending someone because they slam on brakes for no reason to get you alert and ready for an exam!!,1,
344,@user @user @user @user @user @user nice what you cooking me😜😜,0,
345,@user Tamir knows Mike Brown raised his hands & was shot dead. He wanted cops to see he had a BB Gun & was still shot dead.,0,
346,@user there is no way you could mean that. no track record whatsoever,1,
347,She's in Malawi and I'm stuck in joburg  fair,0,
348,The American justice system 👍🙌👏,1,
349,Down or Not is down right now. That's  for ya,1,
350,@user because it's much more important to unilaterally remove restrictions on oil and gas sector.,1,
351,@user  but if we all hold hands and sing Kumbaya they won't hate us!,1,
352,@user Thei rights to protest ends where my fundamental rights begin. They cannot take my right of earning livelihood and free movement.,0,
353,"@user You were my cup of tea, but you were a total ass so I switched to coffee.✌️ 😂🙌",0,
354,Hmmm what to have for dinner,0,
355,"@user no im not mate, yea good pretty much there so shud b gd nxt week bit sore to kneel down still and twinges sumtimes but ok",0,
356,14 units next semester plus work yes so excited for that!!!,1,
357,@user @user but $7 at a big guy like sephora or Jcpenny is killer!,0,
358,@user the word itself is a mockery .... Bae ...like abey 😣,0,
359,My current Christmas song obsession. Played it non-stop all weekend  via @user,1,
360,8ams are just so lovely.,1,
361,If someone could come give me a massage that would be gr8,0,
362,"LOL actually all 3 are, but i use 1 just for email @user @user @user @user @user",0,
363,Photo: Dance Icon Sports Bra/Shorts Bikini Lingerie One Size $20.00 Leave email for invoice,0,
364,@user @user I love how JoJo has kept it classy....,1,
365,Sanjay Dutt asks for parole to meet his wife whereas other husbands want parole from their wives but there no body exist to grant it.|,1,
366,I can already tell today is going to be a wonderful day,1,
367,Be Blessed friends. Merry Christmas to all!,0,
368,@user who said that retarded nonsense?,0,
369,I am the happiest person ever when @user wakes me up in the morning!,1,
370,A SMILE is a smile is a smile is a smile is a SMILE IS A MILLION PEOPLE STARING AT YOUR PISSED PANTS MANIC LAUGHTER smile,0,
371,@user @user @user I love when the wilfully ignorant embraces hate and still think they hold a moral high ground |,1,
372,Is holding not a rule anymore?,0,
373,Yaaaayyy Valentine's Day stuff is out already 💕,1,
374,"Of course I'm not nervous, I'm hyperventilating for fun.",1,
375,@user Haha go to Icelands x,0,
376,Gotta record my favorite show Tamar&Vince season finale!!!💜,0,
377,@user @user @user didn't you know that they removed the M16A3 because it was overpowered? :O,0,
378,@user @user @user You're arguments are obviously very impacted by the fact this family were TSI in appearance.,0,
379,@user fading the public doesn't just apply to gambling. Do the exact opposite of @user and you're in good shape.,0,
380,Double dance with the boys is what makes a Monday worthwhile,1,
381,@user I miss seeing your face and t-Rex hands everyday on Vlogmas😭😘 -Rexemoji🙈,1,
382,"@user So happy I got an offer from Trinity Laban, I'd take Greenwich over Leeds any day leeds is where it's at 💃✋",1,
383,Can't fck with you hoe an I'm sorry 👐 😂,1,
384,"Less than 5 hours sleep, fantastic  😁",1,
385,Jimi Agbaje is a fine man...in respect to public service what notable landmark has he achieved?  Tested|Jimi...,0,
386,"Digital drumsticks, thanks Grandma and Grandpa",1,
387,Einstein would be amused about Strider jumping around in time,0,
388,I love seeing what you guys got,1,
389,Went to check on 10 cause it was way late for sleeping and BAM she was never here. Why did no1 find it important to tell me this???,0,
390,@user Not passing judgment. Been in many binds before and actually love the creativity. Vodka is a versatile liquor.,0,
391,Glad @user is excited to see me..... 😒,1,
392,@user if @user exclude BF3 maps from the poll... I am going to RIOT!! I really want Seine Crossing back 😭 😭|I would pay for it!!,0,
393,Why does my tongue feel it necessary to try and touch the high speed tool my dentist has put in my mouth?,0,
394,> Knowledge itself doesn't mean a person is qualified to represent a religion if * his/her humanity (& sanity) is absent.,0,
395,"@user :-) Go for it. 20th Century Fox copied me and did 21st Century Fox, after all ... , I hasten to add *very* unlitigiously!",1,
396,cleaning up spew is a definite highlight of my job!!,1,
397,"@user women say 1 man asltd them, y so long 2 say sumtin? & the young 1s, where the parents? Hotel wit grn ass man? Smh",0,
398,@user get ready for another one on Saturday,1,
399,@user Ohhh I don't know about that! That sounds sooooo interesting!,1,
400,@user I'm smarter than most people who lie to me. I have fun picking the holes in their stories.,0,
401,Feels so good 2 get off  2 have 2 go straight 2 school though...,1,
402,Good crowd at the Independence Bowl...,1,
403,Incredible. RT @user The Red Sox have an agreement with Justin Masterson.,0,
404,aw i love it when my boss schedules me to work the day that a storm comes to the bay area!!!!!!!!!!!!!!!!!!! :'),1,
405,then that means it HAS to be square to him @user @user @user @user @user,0,
406,@user @user I love button pushers!,1,
407,@user Thank you @user for having me on the cover of the Feminism issue. My favourite magazine cover ever. LorraineELLE X,1,
408,Hahahhaha that really made me jelouse,1,
409,I just love EU servers....,1,
410,Xmas on the blog feat intimissimiofficial and @user * Read our story and share the LOVE...,0,
411,"She heard Him cry and His little fingers & toes were counted and Mary exclaimed ""He's PERFECT!""  Oh Mary, you so cray cray.",1,
412,@user Think I may use that in my ads ! :),1,
413,Happy 2nd anniversary to me in SGV. Happy OT here in client. Woohoo. I loooooove my job. Super. More years to go!!!!!!!!!,1,
414,"@user No, voting somebody in because they're from Latvia is way more important than voting for the best players.",1,
415,@user @user @user @user  for Elrufai#he represents the masses#so it is our victory#,0,
416,"Being publicly called a ""heartless arsehole"" for going about my day as usual.",1,
